,chain_strength,precision
0,1.0,0.08
1,1.25,0.1
2,1.5,0.08
3,1.75,0.14
4,2.0,0.17
5,2.25,0.13
6,2.5,0.07
7,2.75,0.04
8,3.0,0.04
9,3.25,0.02
10,3.5,0.02
11,3.75,0.02
12,4.0,0.0
13,4.25,0.0
14,4.5,0.01
15,4.75,0.0
16,5.0,0.01
