,chain_strength,precision
0,1.0,0.51
1,1.25,0.6
2,1.5,0.72
3,1.75,0.75
4,2.0,0.75
5,2.25,0.69
6,2.5,0.71
7,2.75,0.61
8,3.0,0.57
9,3.25,0.62
10,3.5,0.58
11,3.75,0.34
12,4.0,0.47
13,4.25,0.42
14,4.5,0.42
15,4.75,0.36
16,5.0,0.3
17,5.25,0.34
18,5.5,0.26
19,5.75,0.3
20,6.0,0.28
