,chain_strength,precision
0,1.0,0.06
1,1.25,0.09
2,1.5,0.15
3,1.75,0.21
4,2.0,0.19
5,2.25,0.13
6,2.5,0.06
7,2.75,0.07
8,3.0,0.04
9,3.25,0.08
10,3.5,0.04
11,3.75,0.04
12,4.0,0.02
13,4.25,0.01
14,4.5,0.0
15,4.75,0.01
16,5.0,0.0
