,chain_strength,precision
0,1.0,0.13
1,1.25,0.46
2,1.5,0.51
3,1.75,0.44
4,2.0,0.47
5,2.25,0.41
6,2.5,0.3
7,2.75,0.35
8,3.0,0.25
9,3.25,0.19
10,3.5,0.09
11,3.75,0.08
12,4.0,0.16
13,4.25,0.07
14,4.5,0.11
15,4.75,0.09
16,5.0,0.05
17,5.25,0.08
18,5.5,0.06
19,5.75,0.04
20,6.0,0.02
