,file,time
0,p25.cnf,0.5133131188283881
1,p00001.cnf,0.42723077006521754
2,p000001.cnf,0.40998973994485505
3,p5.cnf,0.48407798578333794
4,p1.cnf,0.23544088488331308
5,p50.cnf,0.508508259007864
6,p75.cnf,0.5082841990178607
7,p100.cnf,0.5073552899514405
8,p0001.cnf,0.4377320780195975
9,p01.cnf,0.4716434430489294
10,p001.cnf,0.4494419580422927
11,p10.cnf,0.48844386579654553
12,p1p.cnf,0.48104366066852594
