,chain_strength,precision
0,1.0,0.17
1,1.25,0.29
2,1.5,0.47
3,1.75,0.51
4,2.0,0.64
5,2.25,0.75
6,2.5,0.81
7,2.75,0.83
8,3.0,0.81
9,3.25,0.82
10,3.5,0.77
11,3.75,0.73
12,4.0,0.56
13,4.25,0.63
14,4.5,0.6
15,4.75,0.46
16,5.0,0.53
