,chain_strength,precision
0,1.0,0.07
1,1.25,0.24
2,1.5,0.48
3,1.75,0.47
4,2.0,0.34
5,2.25,0.4
6,2.5,0.36
7,2.75,0.24
8,3.0,0.22
9,3.25,0.1
10,3.5,0.11
11,3.75,0.08
12,4.0,0.05
13,4.25,0.01
14,4.5,0.06
15,4.75,0.07
16,5.0,0.03
