,chain_strength,precision
0,1.0,0.0
1,1.25,0.01
2,1.5,0.15
3,1.75,0.6
4,2.0,0.64
5,2.25,0.58
6,2.5,0.47
7,2.75,0.62
8,3.0,0.56
9,3.25,0.36
10,3.5,0.46
11,3.75,0.34
12,4.0,0.3
13,4.25,0.23
14,4.5,0.22
15,4.75,0.22
16,5.0,0.11
