,chain_strength,precision
0,1.0,0.0
1,1.25,0.0
2,1.5,0.05
3,1.75,0.12
4,2.0,0.23
5,2.25,0.37
6,2.5,0.27
7,2.75,0.24
8,3.0,0.22
9,3.25,0.14
10,3.5,0.14
11,3.75,0.11
12,4.0,0.05
13,4.25,0.08
14,4.5,0.06
15,4.75,0.0
16,5.0,0.01
17,5.25,0.0
18,5.5,0.03
19,5.75,0.0
20,6.0,0.0
