,chain_strength,precision
0,1.0,0.0
1,1.25,0.08
2,1.5,0.15
3,1.75,0.29
4,2.0,0.28
5,2.25,0.26
6,2.5,0.27
7,2.75,0.26
8,3.0,0.29
9,3.25,0.12
10,3.5,0.16
11,3.75,0.15
12,4.0,0.08
13,4.25,0.09
14,4.5,0.05
15,4.75,0.05
16,5.0,0.05
17,5.25,0.03
18,5.5,0.03
19,5.75,0.02
20,6.0,0.01
21,6.25,0.01
22,6.5,0.0
23,6.75,0.01
24,7.0,0.0
