,chain_strength,precision
0,1.0,0.0
1,1.25,0.0
2,1.5,0.04
3,1.75,0.28
4,2.0,0.44
5,2.25,0.46
6,2.5,0.4
7,2.75,0.27
8,3.0,0.27
9,3.25,0.17
10,3.5,0.1
11,3.75,0.13
12,4.0,0.11
13,4.25,0.08
14,4.5,0.04
15,4.75,0.02
16,5.0,0.02
17,5.25,0.03
18,5.5,0.0
19,5.75,0.02
20,6.0,0.0
