,chain_strength,precision
0,1.0,0.08
1,1.25,0.1
2,1.5,0.0
3,1.75,0.27
4,2.0,0.61
5,2.25,0.73
6,2.5,0.59
7,2.75,0.6
8,3.0,0.52
9,3.25,0.44
10,3.5,0.32
11,3.75,0.36
12,4.0,0.28
13,4.25,0.28
14,4.5,0.29
15,4.75,0.22
16,5.0,0.16
17,5.25,0.12
18,5.5,0.17
19,5.75,0.1
20,6.0,0.04
