,chain_strength,precision
0,1.0,0.35
1,1.25,0.4
2,1.5,0.32
3,1.75,0.39
4,2.0,0.31
5,2.25,0.31
6,2.5,0.23
7,2.75,0.2
8,3.0,0.09
9,3.25,0.12
10,3.5,0.12
11,3.75,0.07
12,4.0,0.04
13,4.25,0.05
14,4.5,0.01
15,4.75,0.02
16,5.0,0.02
