,chain_strength,precision
0,1.0,0.0
1,1.25,0.0
2,1.5,0.13
3,1.75,0.27
4,2.0,0.46
5,2.25,0.49
6,2.5,0.38
7,2.75,0.32
8,3.0,0.37
9,3.25,0.44
10,3.5,0.24
11,3.75,0.19
12,4.0,0.1
13,4.25,0.11
14,4.5,0.09
15,4.75,0.1
16,5.0,0.02
