,chain_strength,precision
0,1.0,0.0
1,1.25,0.05
2,1.5,0.14
3,1.75,0.29
4,2.0,0.37
5,2.25,0.26
6,2.5,0.25
7,2.75,0.17
8,3.0,0.12
9,3.25,0.08
10,3.5,0.06
11,3.75,0.05
12,4.0,0.01
13,4.25,0.02
14,4.5,0.04
15,4.75,0.0
16,5.0,0.01
