,chain_strength,precision
0,1.0,0.06
1,1.25,0.07
2,1.5,0.26
3,1.75,0.3
4,2.0,0.37
5,2.25,0.35
6,2.5,0.28
7,2.75,0.22
8,3.0,0.32
9,3.25,0.13
10,3.5,0.13
11,3.75,0.11
12,4.0,0.12
13,4.25,0.13
14,4.5,0.1
15,4.75,0.11
16,5.0,0.09
17,5.25,0.02
18,5.5,0.03
19,5.75,0.06
20,6.0,0.03
21,6.25,0.03
22,6.5,0.03
23,6.75,0.01
24,7.0,0.01
25,7.25,0.0
26,7.5,0.0
27,7.75,0.01
28,8.0,0.0
