,chain_strength,precision
0,1.0,0.0
1,1.25,0.12
2,1.5,0.35
3,1.75,0.26
4,2.0,0.29
5,2.25,0.45
6,2.5,0.52
7,2.75,0.44
8,3.0,0.45
9,3.25,0.48
10,3.5,0.4
11,3.75,0.42
12,4.0,0.42
13,4.25,0.29
14,4.5,0.33
15,4.75,0.25
16,5.0,0.3
