,chain_strength,precision
0,1.0,0.0
1,1.25,0.14
2,1.5,0.39
3,1.75,0.48
4,2.0,0.61
5,2.25,0.54
6,2.5,0.55
7,2.75,0.4
8,3.0,0.39
9,3.25,0.36
10,3.5,0.3
11,3.75,0.22
12,4.0,0.2
13,4.25,0.2
14,4.5,0.17
15,4.75,0.2
16,5.0,0.09
