,chain_strength,precision
0,1.0,0.03
1,1.25,0.04
2,1.5,0.06
3,1.75,0.06
4,2.0,0.11
5,2.25,0.23
6,2.5,0.21
7,2.75,0.32
8,3.0,0.33
9,3.25,0.36
10,3.5,0.32
11,3.75,0.31
12,4.0,0.27
13,4.25,0.18
14,4.5,0.21
15,4.75,0.26
16,5.0,0.18
