,chain_strength,precision
0,1.0,0.04
1,1.25,0.13
2,1.5,0.13
3,1.75,0.08
4,2.0,0.12
5,2.25,0.0
6,2.5,0.06
7,2.75,0.02
8,3.0,0.02
9,3.25,0.03
10,3.5,0.05
11,3.75,0.11
12,4.0,0.06
13,4.25,0.04
14,4.5,0.02
15,4.75,0.03
16,5.0,0.02
