,chain_strength,precision
0,1.0,0.35
1,1.25,0.53
2,1.5,0.69
3,1.75,0.69
4,2.0,0.64
5,2.25,0.48
6,2.5,0.41
7,2.75,0.47
8,3.0,0.34
9,3.25,0.32
10,3.5,0.21
11,3.75,0.34
12,4.0,0.21
13,4.25,0.13
14,4.5,0.13
15,4.75,0.13
16,5.0,0.04
