,chain_strength,precision
0,1.0,0.79
1,1.25,0.75
2,1.5,0.7
3,1.75,0.77
4,2.0,0.73
5,2.25,0.64
6,2.5,0.56
7,2.75,0.59
8,3.0,0.5
9,3.25,0.56
10,3.5,0.5
11,3.75,0.45
12,4.0,0.39
13,4.25,0.3
14,4.5,0.3
15,4.75,0.23
16,5.0,0.29
