,chain_strength,precision
0,1.0,0.29
1,1.25,0.59
2,1.5,0.77
3,1.75,0.77
4,2.0,0.84
5,2.25,0.76
6,2.5,0.79
7,2.75,0.74
8,3.0,0.68
9,3.25,0.67
10,3.5,0.67
11,3.75,0.67
12,4.0,0.65
13,4.25,0.56
14,4.5,0.59
15,4.75,0.57
16,5.0,0.5
